exam,year,shift,question_text,question_length,subject,topic,bloom_level,difficulty,image_source,folder_source
TNPSC,2024,No,‘The functional head of NITI Aayog : (A) Chairman J} Vice-Chairman (E) -Answer not known ) «6p ag GuurdsBe Blrauns EeaOwatt wntia   (A). semcut (C) gimangs senmcuit (E) ailen. Ggfluichlaena . (D). President of India‘ - State Centre   ‘Centre = (B) i) and (iii) ©  @) @and (iv)  .   omplenid   wile   gen flus 2156 = peorplus ine   . B) Gi) oppw Gi)   D). @) wpgr Gv) '. (B) Ex-officio members   8) epanse Lyreu ay epider 7 Oo Osu gamsus CCSE4G1/2024 [Turn over   i,83,Indian Polity,Constitution of India,Remember,Very Hard,page_47.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"171, A woman reformer who was instrumental in Dr. Muthulakshmi’s - . {introduction of the Devadasi Abolition Act iv ’ Moovalur Ramamirthem Ammaiyar - (B) Annie Besant Ammeiyar : (©) Dr. Dharmambal Ammaiyar (D). Nagammaiyar (E) Answer not known Csaugr& qpanp ey eLLb Garain@ aug Lnétt Msgior etsl AI DOWUIN ES KorlGagns QRS Quer &Apssanh   A) magn OomomBigud Sbeniowimit (B)  s1eefQusen. subenipuimi (C) Lnéct. gihombumen csubeo.ousmt ) ~@) preiben wit (E) len Agsfweldena 7 CCSE4GT/2024 ag : oe",78,General Studies,General,Remember,Very Hard,page_48.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,". i”, The author of the book “Why Ia ani an Atheist”? Be a) E. VR. Periyar   a  ®): ‘CN. Annadurai ae Bhagat Singh   . @) Rajaguru: oe  (E) Answer not known “pren gen brbsisoms Qessiepen”? 6 erent bse sof : (A). .Geu.gr. Gulu : ; 8) Boren. Sretremnngjooy (C) , ssi os a oa, -O) org66 , (BE) afleo Apsiuctecne . ,",63,General Studies,General,Analyze,Very Hard,page_49.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"Name the author of book “Poverty and Un- British Rule i in India”.   ~ (A) ‘Bala Gangadhar Tilak (B) . Gopala Krishna Gokhale   . 2s Dadabhai Naoroji  . ) MG. Ranade : () Answer not known ; “@pGunose eupjenioujd FAC Ig. cig Seirom OLLI! sy Aud” cre pce ceyfifust   (A). ume siiangy Bost - i , a (B) Gsmuna Al apcigenst GsnsGe as (Cc) srt mis per Gymgl) - (D) crib.) rer”   \(E) Be. Qpfiusoaa     re are = CosmaeTr02, }     7 - [Turn over",84,History,Ancient History,Remember,Very Hard,page_49.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"106. Samagara Shiksha Abhiyan Scheme aims to KH Integrate vocational education with General Academic Education (B) Integrate Technical Education with Higher Education (C) Integrate Teacher Education with General Education (D) Integrate Formal Education with Non-formal Education (E) Answer not known swdyr As&egn sIuner AL SsHen Corded   (A) Guingé sdeSluy en AsmPosdvcMenw Qoonriugy (By Asmpe BILLS SHAYLet ouit shallow GenoorsUg) (CC) Gungs socAujor a AAwit sdcfleow: Qeremciigy (D) Mepentts socSluy en (peopengns sceSlenus Qeoomiugy (E) clear Agsfweledane   ,",77,Current Affairs,Awards & Honors,Understand,Very Hard,page_5.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"Who is the author of the book “Ambedkar : A Life”? A) , Shashi Tharoor (B) Ashwin Fernandes (C) Meghnad Desai (D) Satyajit Ray (E). Answer not known KoudGugatt : QU aimpasens” creed YSSSSOS eTUpSlweui wiih? ) (A) 8 semi , (B). seveSlér Qutenrai ot (Cc) Cwospeng Gsemu (D) asus Gr (E) Ser Aghwee -  ) : 33 CCSE4GT/2024 [Turn over",61,General Studies,General,Understand,Very Hard,page_5.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"Which of the following statements are true about Theeran Chinnamalai?   (i) Theeran. Chinnamalai was a Palayakkarar of Kongu country who fought against the British East India Company. (i), He was trained by the French and Tipu. Gn) From 1800 to July 31, 1805 (ie) the. day of his hanging, Theeran . 7 Chinnamalai ceaselessly fought against the French. (A) @only (®) (and Gi) only v2 6 and (ii) only -() Gi) and (iii) only (E) Answer not known Deraugye snp pieatie Syren Floren ene Lipblus siMusren SN TH? Gi). Set Aeneene gy uACoud ApsdpAus sibGelenus afin Gumfie . we   Clanting; BMG UnMermMeampit Sout. (ii) Gaur Ag ssdsmoresermayd, Meese “ua uctents   Limeneruséasmgit -,eurit. re 1800 Saba “shautt grSSloe ci 1805 ga 31 aus DAT SHRssErpis@Hse oHyns Cungmgemt a @& @eoo B) @ wepe Gi) oG0 ©. @vpge Gi) oo ~ ©) Gi) opp. Gi) ww   (E) er Agsfwelaene CCSE4GT/2024. ae ee",150,General Studies,General,Remember,Very Hard,page_50.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"175. Who published the Tamil newspaper Thozhilalan (worker)?   , VA) M. Singaravelar-    (B) M.C.Rajah (Cc) Rettaimalai Srinivasan (D) Moovalur Ramamirtham   =) “Answer not known   Gemflevrancn (worker) ST eT Bap us Asensoou QeveuI est wir? (A) w. ArtusnyGouentt . (BY orb.&. nregrr , (C) QyeoL-wenw Soouteest (D) eparaynit QymonmAirgw (E) Blan. Agsfucildoee ~ “176. The LCM of two numbers is 6 times their HCF. If the HCF is 12 and one of the numbers is 36, then find the other. number. bh",81,Mathematics,Statistics & Probability,Understand,Very Hard,page_51.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,(B) . 34 (Cc) 12   @) 6 (EB) Answer not known Qe creistsemeit iS. At wo org,17,General Studies,General,Understand,Medium,page_51.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"Cu.en- olen 6u DbLmarg@w. 8.Qu.er 12 Loppnd git - ereit 36 crafle, wpGomt crettenenté ameits. (Ay 24 (B) . 34 (©) 12- (D) 6 (E) leo Asfucaene -  : mM: - CCSE4GT/2024 ""   [Turn over",35,General Studies,General,Understand,Hard,page_51.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"177. Pagoda was a  -coin of Vijayanagar descent. (A) Silver - (B) Copper   (C) Bronze - \ ff) Gold (E) Answer not known , eflenus Bag GuypAla flaps wrer   ppirenTW LD uGemur cremiucig. (A) Qeuéraf oO (B) Qe (C) Gleuetora qo ib ‘(D) swab (E) Sar Gsfwaileoene",47,General Studies,General,Understand,Hard,page_52.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"Which of the following statements are true about V.O. ‘Chidambaram i ~ Pillai? . . G@) He was a follower of Gopalakrishna Gokhale.   (ji) He was known as Chekkiluththa Chemmal. (ii) He founded the servants of India Society. (iv) He was a lawyer. 7 (A) (iii) and (iv) only’ = S S®B) ‘ii, (iii) and (iv) only YO) Gi) and (iv) only   @) @, Gi and (iv) only © (BE) Answer not known - )   a Sipseiot sap psatia @l.2.. Aen Verenerenus ulus siluimer eurédluimise GTENGU ?  G)   Gamur@dl apeqgent CansGarcilen Si “aygumr. Gi) Qeut GssAyS5 Aedwe cong Seopa writ. Gi) QpGw Lesiunert chasers Conppeégmt. , (iv) aupsaplept gpeumit (A) Gi) opp Gv) we @w (B) Gi), Gi) oppo Gv).wc@u (C) Gi) opp» Gv) w@e ~~ @). @), Gi) wow Gv) wr Qu (©) er Asfuaaene   oO CCSE4GT/2024 :",139,General Studies,General,Remember,Very Hard,page_52.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"179.. The term “Satyaputra” found in the Ashokan Inscription refers to WS   Adiyaman : - (B). Karikalan (C) Pari (D) Neduncheralathan (EB) Answer not known AGsrat soGarigd SHI OuGw “seuuisot” (A) oghuionér , (B) -aflenoen (C). um   ,   ) (D) AsO Csroonsen (E) Meo AgsNweatedene , ,   t",48,History,Ancient History,Understand,Hard,page_53.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,What is the meaning of the word “Extinguish” when Valluvar tries to compare lust to “Pouring Ghee to Fire”? V5 Put out   @) System © Life 2 ©) Expertise (E) Answer not known “Apiwire erfiggiGu crenpdore Qsarencuwine SMO HisitiGuiid cresey” creed @ paar pigitiGuw cTerLiset GuircHet eresresr? (A) safgga 8B) qpanpenn - (C) gue D) LnSajenLenw (E) ela Agfucildsna BS   - . gt CCSE4GT/2024 . re {Turn over,68,General Studies,General,Remember,Very Hard,page_53.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,181. Which of the traits differentiates all living things from human beings as   according to Thiruvalluvar? ) MH) Actions . (B) Foods   - (C) ‘Dress   (D) Place   (E) Answer not known pen Mesrres eTeveurt o uDirsie5d Sid cten& aHgid auciti@peutt erga euLsl sieuhenm CamUuGsHslomir?   (A) Asma     ®) 2 eRe (C) 2.6L . a (D) @v - (E) Gla - Ap furcioe,61,Tamil Nadu Studies,Tamil Language & Literature,Analyze,Very Hard,page_54.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"Aksai Chin remains a disputed area between China and (A) Bangladesh 2) India (C) Nepal (D) Japan , (E) Answer not known > siSamiy At   wpgud. Serna Gon Gu. stémsee fu u@suine (A) amaeGsenb (B) @sSun (C) Gpunen (D) s9diuimesr (E) lar Agshucldoe CCSE4GT/2024 :   82:   a oe",48,Mathematics,Arithmetic,Understand,Hard,page_54.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"1883. Assertion [A]:   Cement production and.consumption continue to grow despite the general recession in the economy. Reason [R] : India is one of the largest cement producers and ranked first i in the world. M6 TA} i is true but [R] is false oe (B) Both [A] and [R] are true: and [R}i is the correct explanation of a ~ (C) [A] is false, [R] is true   1 (D) Both [A] and [R] are ’ tue, but TR is not the correct t explanation of [A] © . (E) Answer not known - FOI AY: Qungerprng Bie Qungiaurar ope pleow Dos CunBlgnd Aner 2 huss wpbguib Histtey Gsm ig quer Ss) eumalng. smrgoor [R] a  Bodur WaeiGuflu ACwein = Puppurentsane ernie   - wopgpitd. 2.aréilad vee Ossie 2 GTS. (A)   [A] aif s,enre [R] sum . : (B)   [A] uo sbgpieb [R] Byer Guo ail; Gopi PR)   [Al-éarar eflusmanr eSlorisastb BEL. . (C) [A] aug. IR] of -(@) et wpdpuib UB] DrdrOo « ei, aspen [R]- OB (Asoo eMusresr aShersestb . (E) So Wpfudtiowe",173,General Knowledge,First in India/World,Create,Very Hard,page_55.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"Tamil Nadu Government declares a as Education Development   Day. OO oO (A) 15a February - , ""(By 16% June AF iseJuly == ~= @) - 15 November   (E).. Answer not known co . Slips ATS ab Cpa « aaved quentéAl Grenns si8cSbi6. (A). 15 Geyul  . (B) 1 gen C) 15 g9a@a mo - (0) 15 peuburt (E) cSleo AsMuchldene ,   gg , CCSE4GT/2024 [Turn over",66,Tamil Nadu Studies,Tamil Language & Literature,Create,Very Hard,page_55.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"185. Tamil Nadu Gross State Domestic Product (GSDP) has grown: at : the rate . . of  - % for the year 2022-2023 as against India’s GDP growth. rate. ‘of 7.24% during the-same period. (A). 8.10. . : (BD 8.12 - (C) 8.15 . . ~). 8.19 : (E) Answer not known 2022-2023 1b 2 GioTIg, sh eITeMt spp’ ner Quon onglas 2 st5m O 2 puss   (GSDP) #Gs sro scr gha Qsdureler GDP acts Magura 7.24%&6     gigs  % aioriéAuo peg. (A) 810° (BY) B12: © 815 , (D) 819 -",91,Indian Economy,Banking & Finance,Remember,Very Hard,page_56.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"‘Assertion [A] : “Mangala . Malai” . scheme was’ ) introdused during ~ . 2012-2018.   . - Reason Rl - > To facilitate the orphan: girls to get a suitable   bridegroom.   . (A) IAT i is true, [R] is false . 4) «~Both [A] and [R] are true, [R] is the correct explanation of (Al ‘. (C) [A) is false, [R] is true ~ (D) Both [A] and [R] are.true, ARI; is not the. correct. texplanation of al   (E) Answer not known sopo [A] ss: “weer rene == uth” 2012-20199 Se (PA YSUOSSUULL gy. . . ssipenrtb [R] : Sjenreng,. Ciciores eH aS 5ObS weer Loan Bena augers   Aaudngy..- (A) [Al ef R sap (B). [A] Lo pdguut [R] QyeirGub sf, (Rherenug [A]- Aen efusmen sBlensiesib (C) [A] sau, [R] af -(D) [A] LofhmiD {R] @Qreir Gud aff, Rhweug lr aller efluimen cAienés @adene - (BE) efleor Apfiuciledane oe > CCSE4GT/2024 :",152,Current Affairs,National Current Affairs,Apply,Very Hard,page_56.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"187. Who said “Better Bullock carts and freedom than a train deluxe with ;   subjection”?       , (A)   M. Veeraraghavachari - @ BP. Wadia   (©)   Gs. Arundale . ; - } v-.) : Annie Besant (E) Answer not known 7 : . sbi we SeHLSH emi   eas ‘aiuto Boies At - sbi o Seg sone. every Gu Anb66 ard aia - (A) ‘M. efyynacunéenit - i ® BP. emus © GS. sees . - ) - icra Qué / (EB) feo Qgifurdene gg CO SEA TIRO2",85,General Studies,General,Understand,Very Hard,page_57.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,188. The H. C. F. of two numbers i is 11 and their L.C. Mi is,16,General Studies,General,Understand,Medium,page_58.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"If one. of the   number i is 7 7, find the other (A) 7° (B)",15,General Studies,General,Understand,Medium,page_58.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"Ke) 99 ,   (D) 77 (E) Answer not known , Qe GT GtaT Het est \8.Qum.e 11 wppd sarppier 8A. w.",21,General Studies,General,Understand,Medium,page_58.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,git creiet 1 Teed panne Grater erestent 9   (A) 79 . (B) 88 (C) 99 TT EB) Aen. Gpfuioare,19,General Studies,General,Understand,Medium,page_58.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"A merchant has 120 ltrs and 180 ltrs of two kinds of oil. He wants to sell : oil by filling the two kinds of oil in tins of equal volumes. What is the greatest capacity of such a tin?     (A) 10 Itrs   : (B) 30 ltrs   2m 60 ltrs 7D) 90 Its -   (E) Answer not known eAluimumh seapeuit Qroin GUDSWTET cretn QeomLsssoner yaptu 120 fi, 180 oS] crest Qe somacie esgic. so: sera, Ganir saad ss Oran creder lever Lissenemt Hod Aids chlaoctern. Bavetr Gamenemibd BILLS Gasnererenay GTOSTON 2 : (A) 100   @B) 308 (C) 608 @) 908 (E) Gar Ashuddwea CCSE4GT/2024.. 0 = re",107,Mathematics,Arithmetic,Remember,Very Hard,page_58.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,190. If 1° +2° +3°+...+.K*=72900 then find 1+2+3+..4K. (A) 2200.   (B),11,General Studies,General,Understand,Easy,page_59.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"6) 2702= ss s <SssS@). 170 7 . (E) Answer not known:   oo 1° 42° +3° +...4K* =72900 crafle, 1424+3+...4 K wer Siti seta. (A) 220     (B) 370 (C) 270 , - (D) 170 (E) Sle. Agsfwelaane )",38,General Studies,General,Understand,Hard,page_59.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"In the series 2, 3, 5, 9, x, 33, 4, ..... what is the value of x + y? (A) 65 (B) 72 (C) 75 . PP 82 (E) Answer not known oe . 2, 3, 5, 9, x, 33, y, ..... ere Ogre x+y et WHY crete? (A) 65) (B) 72 (C) 75 (D) 82 (E) Seow AgfucMevenes oO",60,Reasoning & Mental Ability,Series Completion,Remember,Very Hard,page_59.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"When we write AZBYCX ..... YBZA how many consonants will appear to ‘ the left of the vowels? a (A) 7 : (B) 8 9 oo (D) 10 (E) Answer not known . AZBYCX ..... YBZA cespanm cpg Cura anda evIGiypshoe Gra. Gib AGHASOD sugSsrigu OuUIAT PSs HME aipSHSHT rH Sone? (A) 7 . @B) 8 () 9 Se (D) 10 (BE) Blan As fuaierera ” -  87 , . s CCSE4G T2024 [Turn over",75,General Studies,General,Understand,Very Hard,page_59.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,108. Match the Religion and Place of worship : Religion (a) Jainism (b) Judaism   (c) Buddhism (d) Zorostrianism @ ® © (“A 2 4 ~«21 (B) 2 1 3 (Cc) 1 4 1 VD) 3 4 Db wpm w moo Np (d) (E) Answer not known   Places of worship Synagogue Agiyari Basadi Vihara LOS Lomo aug’ Os SOWEOSTL CLTHSHS : LO SLD (a) sex   » 0) spe mibsevib (c) Ysswsid (d) Gsempretig Aud ( ) 6) © (A) 2 4 «1 (B) 2 1 (D) 3 4 3 © 1 4 2 1 1 2,95,History,Ancient History,Understand,Very Hard,page_6.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,4 @ wo wo & & (E) - eSlanu AsMuchlerone CCSE4GT/2024 SULAIUMG sev - Slenans aur uss) Slang 34°,19,General Studies,General,Understand,Medium,page_6.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"193. If Rameela says, “Ragavi's father Raman is the only son of my father-in-law Ramanathan”, then how is Ramani, who is the sister of Ragavi, related to Ramanathan? © , ) (A) Wife (B) Sister (C) . Daughter J») Grand Daughter (E) Answer not known i , gSeor sa MiensuIle, “GTOOH] LDITLDGSTITT TOT omnes sedi esr @Gr LO Sen ret gripet praeiluSles Shans”, Toes, grace sGarsh cronpra joes groans@yaG conor amajy? (A) wee. . (B) sGanaih (C) war (D) Gusd {(E) ela Asfwaldoene",83,Indian Economy,Macroeconomics,Understand,Very Hard,page_60.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"3 men and 4 women can earn Rs. 3,780 in 7 days. 11 men and 13 women earn Rs. 15,040 in & days. In what tinie will 7 men and 9 women earn Rs. 12,400? . (A) 9days   (B) 12 days” Yl) 10 days   (D) 1l.days   (E) Answer not known   3 gerrect wbgid 4 Auenacr 7 préraete 5.3, 780 sbumpedlenpant. 11 ayeiresct obgib 13 Questscr Cetig 8 gretecfld 15,040. abunpaderpent cree. 7 Qeiract ppd 9 Quemac Geng Técucray pretaehe @.12,400 sibuMAiuit? (A) 9 preteen (B) 12 preract (C) 10 prereset (D) 11 preeer (E) cflen Gsfupileranco CCSE4GT/2024 $8 . .",100,General Studies,General,Understand,Very Hard,page_60.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"195. For the principal Rs.10,000 the rate of interest is 15 p.a. for 3 years. Find the difference between C.I and §.1. (A) 70.86 (B) 708 Yt 708.75   (D) 775 (EK) © Answer not known 966 sree @. 10,000 yong 15% gen atte 3 gensemae   OSG GG an gs Gb, Fail aiysGbd Boo Guuren alsFuned srovrs. (A) 70.86 BB) 708 (C) 708.75 775 (E) Sar Asiudaam )",67,General Studies,General,Understand,Very Hard,page_61.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"A person takes a loan of Rs.2,000 at 6% simple interest. He returns Rs.1,000 at the end of one year. In order to clear his dues at the end of 2 years how much he would pay? . (A) ‘Rs. 1,240 WEF Rs. 1,180 (C) Rs. 1,120 © (D) Rs. 1,200 (EZ) Answer not known giaauit em. 2,000 2 6% saflaigse Son aurmu@Alpmit. QT Mar mp asled - h- 1,000 2 Agua GegisgAomt crefle eur MISESLOOR Qyeimd pei (pyalle Apupaigiors (pass crevauatay Agra Gegiss Cores? (A) @. 1,240 (B)",89,Mathematics,Arithmetic,Understand,Very Hard,page_61.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"197. Vignesh borrows Rs.10,000 for 2 years at 4% p.a. simple interest. He lends it to Sanjay at 6% p.a. for 2 years. Find his gain in this transaction per year. J4) 200 (B) 400 (C) 600 (D) 800 (E) Answer not known   MECoray 2 SoirHa@psG 4% ayeisssieo",48,Mathematics,Arithmetic,Understand,Hard,page_62.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"10,000 sens Quip. Dosw Liew ds60g5 Fensul id 2 senHaensG 6% awcigssled somes Gan@sgsnt.. QHsu uUMoMHSsoO DUGsES OSS Qt Berriget omud Greiner? (A) 200 ®) 400 -(C) 600 (D) 800 (E) leo AsMucldene",33,General Studies,General,Understand,Hard,page_62.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,Find the ratio between HCF and LCM of the numbers 7 and,12,Mathematics,Number System,Understand,Easy,page_62.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"Ja) 1:91 Oe (BY 13:7 (C) 91:10 (D) 7:18 (E) Answer not known 7 wpoid 13 us cénsafier (8.Qun.au bpd 8A. Aer AAssengé ares. (A) 1:91 ,   (B) 13:7 ,   (C) 91:10 : (D) 7:13 (E) afer Agfuelaenc CCSE4GT/2024   90   -",41,General Studies,General,Understand,Hard,page_62.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"199. Kayal bought 5 dozen eggs. Out of that 45 eggs are Good eggs. Express the number of rotten eggs in percentage. (A) 45% oS (B) 35% $0) 2%   @D) 15% (E) Answer not known   sud 5 Leet aplen aseanen eamitsBlentt Bie 45 gpLenaér BOO LLOLsen, cred Qa Geli qplen sailer spissmps BETH. (A) 45% ©   (B) 35% (C) 25%   @) 15% (E) Sle. Ag Ruwehlerene",66,Mathematics,Number System,Understand,Very Hard,page_63.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"What is the value of Monday? Ao. ; ee   (Cc) 3 a 4 (KB) Answer not known ' Sunday = = 2, Tuesday = 3, Thursday = 2 created Monday eles dit erent eat ? (A) 1 ®2 © 3 = @4 (E) Alen. Asfuchdsne     91 CCSE4GT/2024 [Turn over",49,General Studies,General,Remember,Hard,page_63.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"109. Consider the following statement (Reason and Assertion type): Assertion [A] : Make in India program was launched in 2014. Reason [R] : Intended to boost the domestic manufacturing sector a and also augment investment into the country. - (A) [A] is true, but [R] 1 is false 5) ‘Both [A] and [R] are true, and I is the correct explanation of [A]   (C) [A] is false, [R] is true   (D) Both [A] and [R] are true, but [R] is not the correct explanation , of [A] oe    (E) Answer not known Sipscio auré&lwirueencr Eevee (sib) Lom arpeurib eens) : ‘sap! [A] > @bsureile 2 PU Ss Glew. HLL 2014-a aPlapawrengy ,   eimmyeamib: [R]. : @se cpadu Gpr&aib 2o15T@ 2 HuUSAS   syenyeoU em GOAL GND lodpud ‘BIL eran (psd Placer SBsALUGs BEL. (A) ve &fl, } agama [R} sam” (B) Al odpm [R] @QyerGb sf, opp [R] eres) [A] afl baron &iMwsireot , eSlet&aid , (©) [Al sau, [R] oft , () [A] wba [R] Qe Gud BA, <gyestired a eretugy: [A] oflarren efluiren - . @Glet&aib 00   (BE) alent AgMucadene     88 CCSE4GT/2024  [Turn over",185,General Studies,General,Remember,Very Hard,page_7.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"110. Which of the following statements are true about the Himalayas? (i) (ii) (ii) (A) 4) (C) (D) (E) Zaskar, Ladakh, Kailash and Karakoram ranges are found in the trans   Himalayas. The Greater Himalayas receives lesser rainfall as compared to the lesser Himalayas and the Siwaliks. The Outer Himalayas is the most continuous range. (i) only.  @) and (ii) only (a) and (111) only - (ii) and (iii) only Answer not known Spssrenid aunsAumisalld crencu sfluirs Bow wenauyi er Asm ten wigs. (i) (ii) (ii3) (A) (B) a(0)) -@) (E) ENGST, BOLTS, Maem wim enGernd au ap&ééuwonrer wenags lem itaer Lorene Qiowinemaude DACOLD HFGTONS). Apis Bwoursene Lomb Aainlé erp senor BEGG Ang Ques GSMDarar wepeows up serps. Gesell Qiouswana Mseyib Ogre wire DenwsQsm gre AOwbgsrergy. (i) WL. @wb (i) wpgud Gi) ol @w @ wHmd (ii) oL@w (11) tomb (111) WL. Aw allen AsMucAeenen CCSE4GT/2024 : , 36 a a",150,Indian Economy,Banking & Finance,Remember,Very Hard,page_8.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"L11. Which animal was not known to the Harappans?     (A) Pig ®) Elephant : oe Ob. Horse oy Buttle 7 (E) Answer not known   aprouutsorne S'S WLILTS, Slonig org? (A). Leng (B) winner (C) . fer @) agew (E) . chon Agfucidare - a a ae - CCSE4G T2024 ) a ) [Turn over",54,History,Ancient History,Understand,Very Hard,page_9.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2025,No,"UGAl-a   Gung splay (10) uGH-Q)   Hpemphlay LODO WerssenTsSe Hiarront Hla, Part-B   General Studies & Part-C   Aptitude and Mental Ability lerréact : 101-200 Gionss WALGER : 150 Questions : 101-200 : 150",31,General Studies,General,Understand,Hard,page_1.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,Between the age group Dependent children of 18 and 21 years (b) Maintenance of Orphan,15,General Studies,General,Understand,Medium,page_1.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"Providing destitute, and Destitute Girls orphan and unattached children (c) Foster Care Services",13,General Studies,General,Understand,Easy,page_1.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,Children below the age of Scheme . 16 years : (d) State After-Care Home,14,Current Affairs,National Current Affairs,Remember,Easy,page_1.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,Children between the age of   for Boys 6 and 16 years (a) (b) © (@) (A) 2 3 1 4 (B) 4 +2 8 1 NO” 3 4 2 1 (D) 2 4 1 3 (E) Answer not known Eparerucihenm sures Cunmsgis. (a) sribS GSS Sphoss@sse,46,General Studies,General,Understand,Hard,page_1.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,18 wom 21 angise sisuysesl Qleo UuUL Leuitser (b) as7auhm Wop serTens,12,General Studies,General,Understand,Easy,page_1.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"BSTUHo, mael Oourr wpmid &lmiilaener upmohlssed solunat AniarseHaGe uphgeseo (Cc) qemtiy who upmoAy",13,General Studies,General,Understand,Easy,page_1.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,6 wpm 16 augése ocuce eevibd Apieuttaer @ © © @ (A) 2 3 1 4 (B) 4 2 3 1 (C) 3 4 2 1 (D) 2 4 1 3 (E) Alar Asfucdldea 1   45 CCSEIVGT/2025 [Turn over,39,General Studies,General,Understand,Hard,page_1.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,111. Statement: Thiruvalluvar has captured certain features like pride and administration of the Three Great Kings (Moovendhar) in his couplets. Reason : Thiruvalluvar wanted to portray the administrative skills of Kings. (A) Both Statement and Reason are correct (B) Reason is incorrect but Statement is correct (C) Both Statement and Reason are incorrect Vr Statement is incorrect but Reason is correct ' (E) Answer not known Saf M : SUpassHco cumps epCaubsiaafier Qumneow 94s How ubdl am deo ansgiéaaoo wi OGwo smadiepaut sg) GoLuTésele SHacrernt. SUTTER : oerentsafier 94s smb uoslw sa HSgSaqeTS Sam CoueirGid croré acpgslonmt. (A) spp) srjeamb BrarHw sf (B) snjerb sain) Sore gam) sf (C) sabm asnjembd @\yerGibd scum) (D) smb suum Qorre snyomb ef (EK) ar Asfiuclomea,122,Tamil Nadu Studies,Tamil Nadu Administration,Remember,Very Hard,page_10.png,TNPSC-Group-4-2025-General-Studies
TNPSC,2025,No,"Give the chapter No. in Thirukkural that talks about Ascetic Virtues. (A) 18 OIF 13 (C) 12   @) 16 (E) Answer not known AGHEEDe JBeowbHgHicrer KHMUNAue H#anjgsslon crarnendé SHUG GS. (A) 18 , (B) 13   (C) 12 (D) 16 (E) Se AgAucaena CCSEIVGT/2025 54 tx",45,General Studies,General,Understand,Hard,page_10.png,TNPSC-Group-4-2025-General-Studies
