exam,year,month,paper,paper_code,subject,topic,question_number,question_text,question_length,difficulty,bloom_level,source_folder,source_image
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Algorithms,146,What is the average waiting tume for these processes with non-preemptive Shortest Job First (SJF) scheduling Algorithm? . 3.0 ms - y .2.] ms . 4.6 ms . 3.2 ms,30,Medium,Apply,UGC-NET(jan 2025),page_122.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Algorithms,147,Calculate the average response tume for these processes with nonpreemptive priority Scheduling algorithm? Priority of the process are as follows and consider that all the processes came at zero (0) tame. (Note low numbers represent high priority). [ProcesBurst TimePriority] pats | | pe {a | PP to | 2 | 3.6 ms $.2 ms .4.7 ms . 3.8 ms,59,Medium,Apply,UGC-NET(jan 2025),page_123.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Algorithms,148,Find the average weighted turnaround time for these process using Highest Response Ratio Next (HRN) Algorithm? . 3.2 ms - . 2.834 ms . 1.632 ms 6.721 ms,28,Medium,Apply,UGC-NET(jan 2025),page_124.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Algorithms,149,When we apply Shortest Job First (SJF) scheduling Policy algorithm. Process (P>) faces partial starvation and waits for the longer time to execute. Which one of the following algorithms addresses this problem? . Round Robin ~ . Priority . Highest Response ratio Next . Least Completed next,47,Medium,Apply,UGC-NET(jan 2025),page_125.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Algorithms,150,What is the average turnaround time for these Processes with First Come First Serve (FCFS) scheduling Algorithm? 3.3 ms - . 64 ms . 7.0 ms . 8.2 ms,29,Medium,Apply,UGC-NET(jan 2025),page_126.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Networks,12,"... oe , ae Which of the following were the initiatives taken during the third five year plan? A. Removal of the diploma course system. B. Provision for correspondence courses. C. Establishment of additional colleges including regional engineering colleges. D. Appointment of working group on technical education. E. Less emphasis on trained manpower. Choose the correct answer from the options given below: 1. A. B and C Only 2. B.C and D Only 3.C, D and E Only 4+. A.D and E Only",83,Medium,Apply,UGC-NET(jan 2025),page_13.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,3767491584,Answered GET ITON Google Play,5,Medium,Apply,UGC-NET(jan 2025),page_13.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Networks,13,"; Match the LIST-I with LIST-II LIST-I LIST-I (Definition) (Characteristic) - . They are used to A.| Stipulative IL]. a eliminate ambiguity ; They encapsulate larger Lexical II. ’ apsulate larg understanding of theory . a It is neither accurate nor C.| Precising ; . inaccurate . _ | It reports the meaning of Theoretical IV. Pons “os the detiniendum Choose the correct answer from the options given below: 1. A-I. B-IV. C-III. D-I 2. A-I. B-III. C-IV. D-II 3. A-IV. B-II. C-III. D-I 4. A-III. B-IV, C-I. D-II",89,Medium,Apply,UGC-NET(jan 2025),page_14.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,14,The committee for the establishment of a national open university was headed by . G. Parthasarathy -~ .G. Rami Reddy “ Hart Gautam ~K.L. Srimalt,25,Medium,Apply,UGC-NET(jan 2025),page_15.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,15,"If (L)xq represents a number L in base-M number svstem, then identifV the correct ascending order of the following numbers A-D when converted to decimal number system. A. (1101111) B. (131.2) C.25.5g D. (16.6116 Choose the correc? answer from the options given below: 1C.D.B.A 2.C.D.A.B 3.A.C.D.B 4.B.A.C.D",47,Medium,Apply,UGC-NET(jan 2025),page_15.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,1,A. B.C Only 2.B. C.D Only 3.C. DLE Only 4.A.B.E Only Options 1. 1 2.2 3.3 4.4 Question Type : MCQ Question ID : 3767491559 Option 1 ID : 3767496069 Option 2 ID : 3767496070 Option 3 ID : 3767496071 Option 4 ID : 3767496072 Status : Answered Chosen Option : 4 O19 oa UR aTa a gad ORR A oftera ar aieeU ot aaa Gi Waal 8. GI wet ara? Options 1. 1 2.2 3.3 4.4 Question Type : MCQ Question ID : 3767491547 Option 1 ID : 3767496021 Option 2 ID : 3767496022 Option 3 ID : 3767496023 Option 4 ID : 3767496024 Status : Answered Chosen Option : 2,112,Medium,Apply,UGC-NET(jan 2025),page_17.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,20,"; . . ; . , Which one of the following has highest turbidity? 1. Drinking water 2. Muddy water 3. Clear Lake water 4+. Ocean water",27,Medium,Apply,UGC-NET(jan 2025),page_18.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Databases,21,_ . . ; ; — Which of the following are the strategies of co-operative learning? A. Rally coach B. Talking chips C. Schedule D. Round table E. Think-pair-share Choose the correct answer from the options given below: 1. A.B. D and E Only 2. Band E Only 3. A.C and E Only 4. B and D Only,58,Medium,Apply,UGC-NET(jan 2025),page_19.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Algorithms,23,«oe naceavehar «ae aurarstlee ate contre af maya The tendency of researchers to subtly and inadvertently affect the behaviours of participants ina study. obscuring the true effect of the independent variable. is called 1. Response bias 2. Experimenter bias 3. Social desirability bias 4. Hawthorne effect,46,Medium,Apply,UGC-NET(jan 2025),page_20.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,24,foe . . . Sound with frequencies below and above the audible frequency range are known as . A. Feeble sound B. Infrasound C. Parasound D. Ultrasound Choose the correct answer from the options given below: 1. Aand C 2. Band C 3. Band D 4. Aand D,48,Medium,Apply,UGC-NET(jan 2025),page_21.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,25,Aman walks 12 kin towards south and then ? km towards north. From here he walks 5 km towards his lett. How far and in which direction is the man with reference to his starting point? 1. Sk. North-west 2. Skin. south-west 3. 5\2. south-west 4. 5\2. south-east,48,Medium,Apply,UGC-NET(jan 2025),page_21.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,27,"Bal ib we sat uw or reas feta: afmers | t [ert eoriior planer far ceases aoe ple are dtd feu mu faacal A 8 Gel Sax ar aaa feta: _A-I. B-II. C-I. D-IV _ A-ID. B-OT. C-IV. D-I . A-III. B-IV, C-I. D-II .A-IV. B-I. C-II. D-II",48,Medium,Apply,UGC-NET(jan 2025),page_24.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,28,"_. ; ; oo, a Find the number that can replace question mark (7) in the series given below 21, 22,26. 35. 51.? 1. 62 2. 66 3. 86 4+. 76",31,Medium,Apply,UGC-NET(jan 2025),page_25.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,29,Lo . . te > Identify the variables associated with interval scale of measurement: A. Time of the day in 24-hour format B. Date of birth C. Weight D. Height Choose the correct answer from the options given below: 1. Aand B Only 2. C and D Only 3. A.C and D Only 4+. A Only,56,Medium,Apply,UGC-NET(jan 2025),page_25.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Algorithms,30,Match the LIST-I with LIST-II LIST-I LIST-II (Model of cognitive apprenticeship) (Meaning) Helping learner in A. | Modelling I. | starting and gradually fading the support Searching for new . ; information. verifying to Scaffolding ‘ ahs ~ accept it as authentic knowledge Observing the C. | Articulation III. | performance of an expert Giving words to their Exploration IV. understanding of the process and content Choose the correct answer from the options given below: 1. A-IV. B-III. C-II. D-I 2. A-III. B-I. C-IV. D-II 3. A-II. B-IV. C-I. D-III 4. A-I. B-IT. C-III. D-IV,95,Medium,Apply,UGC-NET(jan 2025),page_26.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,31,qafdel & sepa Ga BH UH Ua HT Wea ead €. tt BH Pa a foe & ORT aay ‘Ud ) Sah URurge TO h 0 A ead 8? 1. ans ST TT cpa] . WATS Aa,37,Medium,Apply,UGC-NET(jan 2025),page_27.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,32,"Arrange the following in the correct order of their appearance in the APA style of journal article referencing. A. Name of journal in italics B. do C. Initials of author D. Title of article Choose the correct answer trom the options given below: 1.A.B.C.D 2.B.C.D.A 3.C, D.A.B 4+.D.A.B.C",48,Medium,Apply,UGC-NET(jan 2025),page_27.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Programming,33,"pe . “Step on seale, please” represents which function of the language? — . Informative tu . Expressive 3. Directive pay . Performative",23,Medium,Apply,UGC-NET(jan 2025),page_28.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Data Interpretation,34,"Identify the chronological sequence of the following organisations: A. Associated press B. A.C. Nielsen C. Academy of motion picture Arts and Sciences D. Al Jazeera E. Federal communications commission Choose the correct answer from the options given below: 1. A.B. C.E.D to .B, DLE. CLA 3.E,C.A.D.B 4.B.C.E.A.D",47,Medium,Apply,UGC-NET(jan 2025),page_29.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,3767491560,Answered GET ITON Google Play,5,Medium,Apply,UGC-NET(jan 2025),page_29.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,2,If the number of cornmeal hotcakes sold by bakery B on Tuesday (that ts. the next dav} is 20°o more than that on Monday. the ratio of the number of American hotcakes to Swedish hotcakes by bakery B on Tuesday is 4:5. and the number of American hotcakes sold by bakery B on Tuesday is 320. then what is the total number of hotcakes sold by bakery B on Tuesday? 1. 1056 2. 1150 3. 1200 4. 1000,78,Medium,Apply,UGC-NET(jan 2025),page_3.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,35,"— ' ""Fear of missing out’ 1s part of 1. Mass communication concentration 2. Internet addiction 3. Media control 4+. Media fragmentation",22,Medium,Apply,UGC-NET(jan 2025),page_30.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Networks,36,"Match the LIST-I with LIST-II LIST-I LIST-I (Concept) (Description) . . Focuses on the practical A.| Media intrusion DIE use of knowledge . ; Subversion of politics Social capital by media The influence of potential leaders because C.| Media literacy III.| of social group membership and participation , , | The ability to analyse Pragmatism IV. ; "" media messages Choose the correct answer from the options given below: 1. A-I. B-II, C-III. D-IV 2. A-II. B-III. C-IV. D-I 3. A-HI. B-IV. C-I. D-II 4. A-IV. B-I. C-II. D-III",89,Medium,Apply,UGC-NET(jan 2025),page_31.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,3767491564,Question ID Option 1 ID Option 2 ID Option 3 1D Option 4 1D Status Answered Chosen Option,18,Medium,Apply,UGC-NET(jan 2025),page_32.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,38,quRa dea feet wl ura: uRa A seh Bren & & Su F afta fear ora al _ often a fadaa _ SAT HI ICR Weal am oiel aera Wa),30,Medium,Apply,UGC-NET(jan 2025),page_32.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Data Interpretation,39,"Match the LIST-I with LIST-II LIST-I LIST-II (Question) (Answer) The speed of a CPU is A. Peed ore Inches measured in ; Storage capacity of data ; 7 Hertz is Measured in . . | Network bandwidth 1s . Cc. - III.| bits per second measured in ; Size of a computer monitor is measured in diagonally from |IV.| Bytes corner to the opposite corner. Choose the correct answer from the options given below: 1. A-I. B-III. C-IV. D-II 2. A-IIT. B-II. C-I, D-IV 3. A-IV. B-I. C-II. D-III 4. A-II. B-IV, C-III. D-I",94,Medium,Apply,UGC-NET(jan 2025),page_33.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Programming,40,Which of the following statements A-D are true with reference to high-level computer progranuning languages? A. These need to be translated into machine code in order to run on a computer. B. These are written using mnemonic codes. C. These are specific to the computer's hardware. D. These are portable languages. Choose the correct answer trom the options given below: . Band C Only . Aand B Only . Aand D Only C and D Only,76,Medium,Apply,UGC-NET(jan 2025),page_35.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Programming,41,Knowledge ts arrived at through the gathering of facts that provide the basis for laws. This refers to the principle of . Deducitivisin ~- . Constictionism . Objectivism . Inductivism,30,Medium,Apply,UGC-NET(jan 2025),page_35.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,3767491552,Question ID Option 1 ID Option 2 ID Option 3 ID Option 4 ID Status Answered Chosen Option,18,Medium,Apply,UGC-NET(jan 2025),page_35.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Data Interpretation,42,Identify the correct chronological sequence of the establishment of the following institutions in India. A. Siddhartha college. Mumbat B. Milind College C. P.WS. Arts and Conunerce College D. Khalsa College E. Dr. Babasaheb Ambedkar College of Arts. Science and Commerce Choose the correc? answer from the options given below: 1 A.E.C.D.B 2. B.C. E.A.D 3.C.B.A.E.D 4.D. A.B. E.C,58,Medium,Apply,UGC-NET(jan 2025),page_36.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,43,"Bal i ae Sat uw HT res feta: ati wat (HA TOTS & Uae ) (CATRSM ) ae H @rafap gare pt A g3itsi I. Fal Sait | AA OT SARS aT , j c.) asst ur | TAT ERT FET BI Pray setts Hog (oH) ry [AAA slatted BI P | ATaT 4rd feu me faecal AS et See aT ae fep fore: 1. A-IIT. B-IV. C-II. D-I 2. A-III. B-IV. C-I. D-II 3. A-I. B-I[, C-III, D-IV 4. A-I. B-IT. C-IV. D-III",84,Medium,Apply,UGC-NET(jan 2025),page_37.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,44,"ey: . ys : raat faa & day Ff fa AS ol wel’ ? 1. QAGRTAD SMe aTag S. Ua THR Pepe Fare Aas 2, sur areal 4 faahta aig a ue fspy FA staza et faaha sa afeu 3. Wega al ae aaa Ff sqxy faahta el afew 4. Traaredy afed W baa aa ve SH afew",58,Medium,Apply,UGC-NET(jan 2025),page_38.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Programming,45,When older media find new functions because their earlier functions are taken over bv new technologies. the phenomenon is known as 1. Functional displacement 2. Alternative journalism 3. Existentialism +. Experimentalism,31,Medium,Apply,UGC-NET(jan 2025),page_38.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,46,Cardiac myopathy 1s a medical condition related to . The heart . The eyes . The muscles of the legs . Body movement,23,Medium,Apply,UGC-NET(jan 2025),page_39.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,3,a3 The number of American hotcakes sold by bakery A is ®9 more than the number of Swedish hotcakes sold by bakery C. 1. 20 2.80 3. 180 +. 40,30,Medium,Apply,UGC-NET(jan 2025),page_4.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,47,Which of the following is incorrect about the causative factors of cardiac myopathy? . Attack by certain identified viruses - . Long-term alcohol abuse . . Overeating . Heredity,29,Medium,Apply,UGC-NET(jan 2025),page_40.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,49,oisah Aradell Ua cans fray AaMT 1. ag HI APSA HHS! GR HI SIcl SHI i) 4. ¢aag URada,19,Medium,Apply,UGC-NET(jan 2025),page_42.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,50,". -. og Lo, , Which of the following is true about cardiac myopathy surgery? 1. The radical new surgery procedure is now available tn India. 2. It was unsuccessfully tried in India in the past. 3. Earlier patients had to stay in hospital for 4 weeks after surgery. 4. Earlier the surgery was available in only a few cities in India.",62,Medium,Apply,UGC-NET(jan 2025),page_43.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,51,". Match the LIST-I with LIST-IT LIST-I LIST-0 bit-interleaved paritv A.|RAID level | I. ebieaved pane organization B. RAID level 2 disk mirroring . block-interleaved parity C.]RAID level 3 IIL. ans pans organization ID. RAID level 4 ECC organization Choose the correct answer from the options given below: 1. A-IL. B-1, C-IV. D-III 2. A-II. B-IV, C-[. D-III 3. A-III, B-IV. C-I. D-II 4. A-IV, B-III. C-II. D-I",68,Medium,Apply,UGC-NET(jan 2025),page_44.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Data Structures,52,"Arrange the following graph on the basis of number of edges in increasing order [for n - 3] A. K, (Complete Graph) B. C,, (Cycle graph) C, W, (Wheel graph) D. Ky, (Complete Bipartite Graphs) E. Qn (n-cubes graph) Choose the correct answer from the options given below .A.B.C. DLE - .B.A.C. DIE .A.B.CLE.D .E.D.C.A.B",55,Medium,Apply,UGC-NET(jan 2025),page_46.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Data Structures,53,Which of the following uses only increment operations for adding and removing element at either end? . Queues ~ . Stacks . Priority Queues 4+. Deques,26,Medium,Apply,UGC-NET(jan 2025),page_46.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,3767491649,Question ID Option 11D Option 2 1D Option 3 ID Option 41D Status Answered Chosen Option,16,Medium,Apply,UGC-NET(jan 2025),page_46.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Programming,54,. . - . . - . The kind of symbols for basic syntactic elements of first-order logic are A. Constant B. Domain C. Predicate D. Temporal E. Function Choose the correct answer from the options given below: 1. B.D only 2.A.B.C only 3. A.C. E only 4.C.D only,49,Medium,Apply,UGC-NET(jan 2025),page_47.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Databases,55,As per the Software Engineering Institute (SEI). the correct sequence is A. Initial B. Repeatable C. Managed D. Optimizing E. Defined Choose the correct answer from the options given below: ! .A.B.C.D.E .A.B.LE.C.D .ALE.C.D.B .A.E.B.C.D,35,Medium,Apply,UGC-NET(jan 2025),page_48.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Programming,57,"A linear programming problem (LPP) is as follows: Min z=30x-18y. subject to the constraints: 3x+4v “= 60. Sx - 3v 2: 20 and x.y = 0. In this feasible region, the solution of LPP is are A. (4. 0) B. (2. 0) C.(7. 3) D. (0. 15) E. (8.5) Choose the correct answer from the options given below: 1. Aand C only 2. Bonls 3. E only 4. D only",70,Medium,Apply,UGC-NET(jan 2025),page_49.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,4,"a4 For another bakery E, if the total munber of hotcakes sold is 120 less than that of bakery D. number of Cornmeal hotcakes sold is 40°o of the total number of hotcakes sold by E. number of American hotcakes sold 1s 35°o of the total number of hotcakes sold bv E and the remaining are Swedish hotcakes sold by E. then what is the number of Swedish hotcakes sold by bakery E? 1. 210 2. 300 3. 250 4. 400",81,Medium,Apply,UGC-NET(jan 2025),page_5.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Programming,59,Which of the following is not true about Global Variables: 1. The values of the Global variables which are sent to the called function mav be changed inadvertently by the called function. Functions are supposed to be independent and isolated modules. This character is lost. if they use global variables. It is not immediately apparent to the reader which values are being sent to the called function A function that uses global variables does not suffer from reusability.,78,Medium,Apply,UGC-NET(jan 2025),page_50.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Databases,60,Which of the following table contains the primary information in the data warehouse? . Dimension table - . Fact table . Lookup table . Primary table,26,Medium,Apply,UGC-NET(jan 2025),page_51.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,61,What is the correct sequence of steps used bv knowledge base designing? A. Ask questions about the intended interpretation. B. Chose task domain or world to represent. C. Select atoms to represent propositions of Interest. D. Tells the system propositions that are true in the intended interpretation axiomatizing the domain. Choose the correct answer from the options given below: .A.B. C.D - .B.C. DA > .C.D.A.B .D.ALB.C,67,Medium,Apply,UGC-NET(jan 2025),page_51.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Databases,62,"Match the LIST-I with LIST-II LIST-I LIST-O Project Join Normal . A. J I. | Concurrency Form , B. The lost update problem Fifth Normal Form c Discretionary Access i1.| SQL ‘| Control 1. Data manipulation wle . P IV. | Security Language , Choose the correct answer from the options given below: 1. A-IL. B-I. C-IV. D-II 2. A-I. B-II. C-IV. D-III 3. A-I. B-II. C-III, D-IV 4. A-IV. B-II. C-III. D-I",73,Medium,Apply,UGC-NET(jan 2025),page_52.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,63,"Ifx and + are elements in a group G and ifs =; =e, where e is the identity of G. then the inverse of cw ° 1"" inust be LUNI X 2.3 - SUNYTN > 6,.6,.3 xe XTVTXT",38,Medium,Apply,UGC-NET(jan 2025),page_53.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Operating Systems,64,If the virtual memory size is 32 MB and a physical memorv size is 4MB with a page size of 2KB. Calculate the number of frames available in physical memory ~,31,Medium,Apply,UGC-NET(jan 2025),page_53.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,3767491634,Question ID Option 1 ID Option 2 ID Option 3 ID Option 41D Status Answered Chosen Option,17,Medium,Apply,UGC-NET(jan 2025),page_53.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Databases,65,"— The degree of a relation in database is 1. the number of tuples in the relation 2. the number of attribute in the relation 3. the number of values in domian 4+, the number of keys in a relation",40,Medium,Apply,UGC-NET(jan 2025),page_54.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,66,The hamming distance between 10101 and 11110 is 2.3 3.4 4.5,11,Medium,Apply,UGC-NET(jan 2025),page_54.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Operating Systems,67,Which of the following is the correct sequence with regard to service routine? A. Save contents of processor registers B. Turn the interrupt facility on C. Service the device whose flag is set D. Check which flag ts set E. Restore contents of processor registers Choose the correct answer from the options given below: ! .A.B.C. DLE .DB.C.ALE .D.C.BLE.A .A.D.C.E.B,60,Medium,Apply,UGC-NET(jan 2025),page_55.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,68,Which of the following is TRUE about the Pumping Lemma for regular language? It applies to all regular language ~ . ft applies only to infinite regular languages . It applies to all context - free languages . It applies to all recursively enumerable languages,45,Medium,Apply,UGC-NET(jan 2025),page_55.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Networks,69,". Match the LIST-I with LIST-II LIST-I LIST-1I The technology that oo. connects and enables Service Lavel er A. I. |}communication between Agreement ,; . physical devices over the Internet. A develop environment . . provides over the Virtualization Internet to create and deploy applications. Contracts that specify C.| Internet of Things IIL. | performance standards and services availability. A method allowing _ multiple operating Platform as a service IV. pie OP ~ system to run on a single physical server Choose the correct answer from the options given below: 1. A-III, B-II. C-I. D-IV 2. A-III. B-IV. C-I. D-II 3. A-III, B-I, C-IV. D- I 4+. A-I, B-IV. C-II. D-II",111,Medium,Apply,UGC-NET(jan 2025),page_57.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Algorithms,70,". Match the LIST-I with LIST-II LIST-I LIST-ff Breadth First Search LISP B. Depth First Search Syntax tree Prefix Stack ID. Intix Queue Choose the correct answer from the options given below: 1. A-II, B-IV. C-I. D-II 2. A-III. B-IV. C-II. D-I 3. A-IV, B-I], C-II, D-I 4. A-IV, B-III. C-I. D-II",52,Medium,Apply,UGC-NET(jan 2025),page_58.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Algorithms,71,Which of the following description(s) is are true: A. Red Black Tree - Guarantees worst case of O(log n) time for search. insert & delete. B. Trie - Used for efficient pretix - based searches. C. AVL Tree - self balancing binary search tree with stricker balance criteria. D. B- Tree - Allows efficient search. inert. delete operations in disk based svstem. Choose the correct answer from the options given below: ! A& Bonly a C & Donly .Bonly .A.B& Donly,81,Medium,Apply,UGC-NET(jan 2025),page_59.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,5,as What is the ratio of the number of American hotcakes sold by bakery C to the number of Swedish hotcakes sold by bakery D? 13:5 2.8:2 3. 1:1 4.43,30,Medium,Apply,UGC-NET(jan 2025),page_6.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Networks,73,The characteristics of modern progranuning are : A. Each module should do only one thing. B. Communication benveen modules is allowed only bv a calling module. C. Communication can take place directly between modules that do not have calling - called relationship. D. All modules are designed as single-entry. single exit svstems using control! structure. Choose the correct answer from the options given below: .A.B&C only - .A.B& Donly a .A.C & Donly C & Donly,76,Medium,Apply,UGC-NET(jan 2025),page_61.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,75,Choose the correct statements from the following A In connection oriented service. the destination address is to be specified only during the setup. B Packet sequencing is not guaranteed in connection oriented service C Flooding is method in which every incoming packet is sent out on every outgoing line except the one by which it arrived. D Presentation layer performs detection and recovery from errors in the transmitted data. Choose the correct answer from the options given below: .A.BE&C only - .B.C & Donly .A&C only A.C & Donly,89,Medium,Apply,UGC-NET(jan 2025),page_63.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,3767491627,Question ID Option 1 ID Option 2 ID Option 3 ID Option 4 ID Status Answered Chosen Option,18,Medium,Apply,UGC-NET(jan 2025),page_64.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Databases,78,An alternate key in database table is also called . Primary key Candidate key . Super key . Foreign key,20,Medium,Apply,UGC-NET(jan 2025),page_65.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,79,"In concurrency control. phantom problem may occur, when- _ records are inserted _ records are deleted _ records are modified _ records are indexed",24,Medium,Apply,UGC-NET(jan 2025),page_65.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,80,"a . Which of the following statements are true about the sets. A.0E@ B. @ € {0} C. OE 1B} D. 1@; € 105 E. (@; < {@. {O}} Choose the correct answer from the options given below: 1.A.B.C.DandE 2. A.B, C and E only 3. A.C only 4.C and E only",52,Medium,Apply,UGC-NET(jan 2025),page_66.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Databases,81,INSERT conunand is used to A. add a single tuple to a relation B. add multiple tuples to a relation C. add values to specific attributes D. insert new table Choose the correct answer from the options given below: 1. Aonly 2. A.B only 3. A. B.C only 4+.B.C.D only,50,Medium,Apply,UGC-NET(jan 2025),page_68.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Programming,82,"Correct the order of instruction cycle: A. Read the effective address B. Fetch the information C, Execute the instruction D. Decode the instruction Choose the correct answer from the options given below: 1.A.B.C.D 2.B.D. A.C 3.B.A,D.C 4.4.B.D.C",37,Medium,Apply,UGC-NET(jan 2025),page_69.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Data Interpretation,6,Which of the following tools can be used to create a virtual science lab experience? A. Kahoot'! B. Labster C. Turnitin D. Phet simulation E. Padlet Choose the correct answer trom the options given below: . A. B and D Only ~_ .C and E Only . Aand E Only B and D Only,54,Medium,Apply,UGC-NET(jan 2025),page_7.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Networks,83,Arrauge the following steps of the DHCP (Dynamic Host Control Protocol) process in the correct - sequence. A. DHC PACK B. DHCP DISCOVER C. DHCP OFFER D. DHCP REQUEST E. Chent receives IP configuration Choose the correct answer trom the options given below: .A.B.C.D.E ~ .B.C.D.ALE .C.BLALE.D .D.ALE.C.B,48,Medium,Apply,UGC-NET(jan 2025),page_70.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Programming,84,"a ; Which of the following do not represent memorv reference instruction. A. |1 | opcode] mode = 1, opcode = 010 B. | 0 | opcode] | mode = 0. opcode = I11 C. }1 | opcode] mode = 1. opcode = 111 D. |1 | opeode| | mode = 1, opcode = 110 E. FL] opeode}] mode = 1. opcode = 001 Choose the correct answer from the options given below: 1B&C only 2.B& Donly 3.A& Donly 4+.A&E only",81,Medium,Apply,UGC-NET(jan 2025),page_71.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,General,85,. . . . . The light given off by the phosphor during exposure to the electron beam is known as 1. Fluorescence 2. Phosphorescence 3. Persistence 4. Retracing,29,Medium,Apply,UGC-NET(jan 2025),page_72.png
UGC NET,2025,January,Paper 2,2,Computer Science and Applications,Algorithms,86,". . ; . i, Which of the following is not a divide and conquer method 1. Binary Search 2. Merge Sort 3. Quick Sort 4+. Heap Sort",28,Medium,Apply,UGC-NET(jan 2025),page_72.png
